Team,Player Name,Age,Nationality,Primary Role,IPL 2026 Salary (Cr),Overseas Status,Status,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Batting Aggression (1-99),Can they keep wickets?,Are they a part time wicketkeeper?,Core Batter,Finisher?,Captaincy,Opener?,Only Opener,hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,IPL Captain Desire,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary),T20 Games,T20 Batting Innings,T20 batting average,T20 runs,T20 strike rate,T20 bowling innings,T20 bowling average,T20 wickets,T20 WK Catches,T20 WK Stumpings,IPL games,IPL runs,IPL average,IPL strike rate,IPL bowling innings,IPL bowling average,IPL wickets
Lucknow Super Giants,Akash Singh,24.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Left Handed Bowler,RHB,0,0,72,79,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (30.00 L),--,SRH (20.00 L),--,--,--,RR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,12,0,0,0,0,12,31.23,13,--,--,12,0,0,0,12,31.23,13
Lucknow Super Giants,Akshat Raghuwanshi,22.00,India,Batter,2.2,Indian,Uncapped,NA,NA,RHB,74,83,0,0,4,75,No,No,Yes,No,35,No,no,TRUE,FALSE,FALSE,FALSE,FALSE,,LSG (2.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,2,14.5,29,116,0,0,0,--,--,3,29,14.5,116,--,--,--
Lucknow Super Giants,Anrich Nortje,32.00,South Africa,Bowler (Pace),2,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,80,8,25,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (2.00 Cr),KKR (6.50 Cr),DC (6.50 Cr),DC (6.50 Cr),DC (6.50 Cr),DC (50.00 L),--,KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,96,32,5.58,79,83.57,95,24.63,117,--,--,49,49,7,98,49,27.8,61
Lucknow Super Giants,Arjun Tendulkar,26.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,63,69,75,81,3,75,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,LSG (30.00 L),MI (30.00 L),MI (30.00 L),MI (30.00 L),MI (30.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,6,2,18,18,128.58,6,37.5,4,--,--,6,18,18,128.58,6,37.5,4
Lucknow Super Giants,Arshin Kulkarni,21.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,70,80,65,78,3,82,No,No,Yes,No,35,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,LSG (30.00 L),LSG (30.00 L),LSG (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,6.5,26,78.79,0,0,0,--,--,4,26,6.5,78.79,--,--,--
Lucknow Super Giants,Avesh Khan,29.00,India,Bowler (Pace),9.75,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,82,82,8,25,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (9.75 Cr),LSG (9.75 Cr),RR (10.00 Cr),LSG (10.00 Cr),LSG (10.00 Cr),DC (70.00 L),DC (70.00 L),DC (70.00 L),DD (70.00 L),RCB (10.00 L),--,--,--,--,--,--,--,--,--,107,23,16.24,95,151.56,106,29.06,120,--,--,82,68,17,158.14,82,29.41,93
Lucknow Super Giants,Ayush Badoni,26.00,India,Batter,4,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,78,83,72,75,7,78,No,No,Yes,No,45,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,LSG (4.00 Cr),LSG (4.00 Cr),LSG (20.00 L),LSG (20.00 L),LSG (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,56,25.61,1178,140.91,8,15.75,4,--,--,66,1178,25.61,140.91,8,15.75,4
Lucknow Super Giants,Digvesh Rathi,26.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,79,82,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,4,1,1,33.33,30,34.31,29,--,--,13,1,1,33.33,13,30.64,14
Lucknow Super Giants,Himmat Singh,29.00,India,Batter,0.3,Indian,Uncapped,NA,NA,RHB,72,76,0,0,4,65,No,No,Yes,No,60,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,LSG (30.00 L),LSG (30.00 L),--,--,--,--,--,RCB (65.00 L),--,--,--,--,--,--,--,--,--,--,--,9,5,30.67,92,133.34,0,0,0,--,--,9,92,30.67,133.34,--,--,--
Lucknow Super Giants,Josh Inglis,31.00,Australia,Wicketkeeper-Batter,8.6,Overseas,Capped,NA,NA,RHB,85,85,0,0,8,85,Yes,No,Yes,No,80,Yes,no,TRUE,TRUE,TRUE,TRUE,TRUE,,LSG (8.60 Cr),PBKS (2.60 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,180,170,29.84,4328,151.01,0,0,0,168,23,16,544,38.86,173.25,0,0,0
Lucknow Super Giants,Kuldeep Yadav,31.00,India,Bowler (Spinner),13.5,Indian,Capped,Spinner,Left Handed Bowler,LHB,0,0,88,88,9,25,No,No,No,No,75,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,DC (13.25 Cr),DC (13.25 Cr),DC (2.00 Cr),DC (2.00 Cr),DC (2.00 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (5.80 Cr),KKR (40.00 L),KKR (40.00 L),KKR (40.00 L),KKR (40.00 L),--,MI,--,--,--,--,164,52,10.96,258,80.14,158,21.43,207,--,--,110,210,11.67,83.01,106,27.95,112
Lucknow Super Giants,Manimaran Siddharth,27.00,India,Bowler (Spinner),0.75,Indian,Uncapped,Spinner,NA,RHB,0,0,74,79,4,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (75.00 L),LSG (75.00 L),LSG (2.40 Cr),--,--,DC (20.00 L),KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,9,0,0,0,0,9,31.44,9,--,--,9,0,0,0,9,31.44,9
Lucknow Super Giants,Matthew Breetzke,27.00,South Africa,Batter,0.75,Overseas,Capped,NA,Right Handed Bowler,RHB,76,81,0,0,7,85,No,Yes,Yes,No,76,Yes,no,TRUE,TRUE,TRUE,TRUE,TRUE,,LSG (75.00 L),LSG (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,14,13.23,172,116.22,0,0,0,--,--,1,14,14,116.67,--,--,--
Lucknow Super Giants,Mayank Yadav,24.00,India,Bowler (Pace),11,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,78,88,8,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (11.00 Cr),LSG (11.00 Cr),LSG (20.00 L),LSG (20.00 L),LSG (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,2,2.5,6,100,13,34.62,13,--,--,10,5,5,100,10,40.78,9
Lucknow Super Giants,Mitchell Marsh,34.00,Australia,All-Rounder,3.4,Overseas,Capped,Pacer,Right Handed Bowler,RHB,84,84,76,76,8,82,No,No,Yes,No,84,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,LSG (3.40 Cr),LSG (3.40 Cr),DC (6.50 Cr),DC (6.50 Cr),DC (6.50 Cr),SRH (2.00 Cr),SRH (2.00 Cr),--,--,RPSG (4.80 Cr),RPSG (4.80 Cr),--,--,PWI (1.54 Cr),PWI (1.40 Cr),PWI (1.31 Cr),DCG (20.00 L),--,--,156,145,32.41,4168,144.95,59,21.89,54,--,--,68,1855,30.92,148.52,34,21.49,37
Lucknow Super Giants,Mohammed Shami,35.00,India,Bowler (Pace),10,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,86,86,9,35,No,No,No,No,75,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (10.00 Cr),SRH (10.00 Cr),GT (6.25 Cr),GT (6.25 Cr),GT (6.25 Cr),PBKS (4.80 Cr),KXIP (4.80 Cr),KXIP (4.80 Cr),DD (3.00 Cr),DD (4.25 Cr),DD (4.25 Cr),DD (4.25 Cr),DD (4.25 Cr),KKR (10.00 L),KKR (10.00 L),KKR (10.00 L),--,--,--,157,41,5.74,122,101.68,157,28.88,172,--,--,132,115,6.05,103.61,132,29.01,145
Lucknow Super Giants,Mohsin Khan,27.00,India,Bowler (Pace),4,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,80,85,7,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (4.00 Cr),--,LSG (20.00 L),LSG (20.00 L),LSG (20.00 L),MI (20.00 L),MI (20.00 L),--,MI (20.00 L),--,--,--,--,--,--,--,--,--,--,31,7,5,25,89.29,30,24.13,38,--,--,31,25,5,89.29,30,24.13,38
Lucknow Super Giants,Mukul Choudhary,21.00,India,Wicketkeeper-Batter,2.6,Indian,Uncapped,NA,NA,RHB,75,84,0,0,4,85,Yes,No,Yes,No,35,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,LSG (2.60 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,10,28.33,170,141.67,0,0,0,0,0,10,170,28.33,141.67,--,--,--
Lucknow Super Giants,Naman Tiwari,20.00,India,Bowler (Pace),1,Indian,Uncapped,Pacer,Left Handed Bowler,LHB,0,0,68,80,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Lucknow Super Giants,Nicholas Pooran,30.00,West Indies,Wicketkeeper-Batter,21,Overseas,Capped,NA,NA,LHB,86,88,0,0,9,85,Yes,No,Yes,No,80,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,LSG (21.00 Cr),LSG (21.00 Cr),LSG (16.00 Cr),LSG (16.00 Cr),SRH (10.75 Cr),PBKS (4.20 Cr),KXIP (4.20 Cr),KXIP (4.20 Cr),--,MI (30.00 L),--,--,--,--,--,--,--,--,--,210,198,28.92,4802,150.98,0,0,0,0,0,104,2527,31.59,164.1,--,--,--
Lucknow Super Giants,Prince Yadav,24.00,India,Bowler (Pace),0.3,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,81,87,3,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,LSG (30.00 L),LSG (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,4,0,11,347.94,21,32.09,22,--,--,20,5,0,45.46,20,36,19
Lucknow Super Giants,Shahbaz Ahmed,31.00,India,All-Rounder,2.4,Indian,Capped,Spinner,Left Handed Bowler,LHB,75,77,76,78,7,65,No,No,No,No,55,No,no,TRUE,FALSE,TRUE,TRUE,FALSE,,LSG (2.40 Cr),LSG (2.40 Cr),SRH (2.40 Cr),RCB (2.40 Cr),RCB (2.40 Cr),RCB (20.00 L),RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,65,40,20.79,603,123.32,52,38.27,29,--,--,63,603,20.79,123.32,50,39.59,27
Lucknow Super Giants,Wanindu Hasaranga,28.00,Sri Lanka,All-Rounder,2,Overseas,Capped,Spinner,Right Handed Bowler,RHB,75,76,79,82,8,75,No,No,No,No,65,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,LSG (2.00 Cr),RR (5.25 Cr),SRH (1.50 Cr),RCB (10.75 Cr),RCB (10.75 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,238,165,11.85,2463,123.26,238,17.77,207,--,--,37,81,5.4,92.05,37,24.33,46
Mumbai Indians,Allah Ghazanfar,20.00,Afghanistan,Bowler (Spinner),4.8,Overseas,Capped,Spinner,Right Handed Bowler,RHB,0,0,81,90,7,65,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (4.80 Cr),MI (4.80 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,4,1.75,9,75.31,16,28.53,17,--,--,11,2,0,66.67,11,25.93,15
Mumbai Indians,Ashwani Kumar,24.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,68,77,4,35,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (30.00 L),MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,1,0,1,16.67,10,19.65,17,--,--,10,1,0,16.67,10,19.65,17
Mumbai Indians,Atharva Ankolekar,25.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,35,55,68,75,4,45,No,No,no,No,48,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Mumbai Indians,Corbin Bosch,31.00,South Africa,All-Rounder,0.3,Overseas,Capped,Pacer,Right Handed Bowler,RHB,71,71,81,82,7,65,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,MI (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,20,18.65,212,128.75,30,18.3,46,--,--,9,97,32.33,153.97,8,19.23,13
Mumbai Indians,Danish Malewar,22.00,India,Batter,0.3,Indian,Uncapped,NA,NA,RHB,70,83,0,0,2,65,No,No,Yes,No,35,yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,1,2,40,0,0,0,--,--,2,2,1,40,--,--,--
Mumbai Indians,Deepak Chahar,33.00,India,Bowler (Pace),9.25,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,81,81,7,45,No,No,No,No,70,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,MI (9.25 Cr),MI (9.25 Cr),CSK (14.00 Cr),CSK (14.00 Cr),CSK (14.00 Cr),CSK (80.00 L),CSK (80.00 L),CSK (80.00 L),CSK (80.00 L),RPSG (10.00 L),RPSG (10.00 L),--,--,--,RR,RR,--,--,--,128,28,17.27,195,151.85,128,28.42,127,--,--,103,142,14.2,137.87,103,29.81,96
Mumbai Indians,Hardik Pandya,32.00,India,All-Rounder,16.35,Indian,Capped,Pacer,Right Handed Bowler,RHB,86,86,81,81,9,88,No,No,Yes,Yes,88,No,no,FALSE,FALSE,TRUE,TRUE,FALSE,,MI (16.35 Cr),MI (16.35 Cr),MI (15.00 Cr),GT (15.00 Cr),GT (15.00 Cr),MI (11.00 Cr),MI (11.00 Cr),MI (11.00 Cr),MI (11.00 Cr),MI (10.00 L),MI (10.00 L),MI (10.00 L),--,--,--,--,--,--,--,300,259,28.04,5243,146.13,241,29.82,196,--,--,162,2955,27.88,146.29,116,33.55,82
Mumbai Indians,Jasprit Bumrah,32.00,India,Bowler (Pace),18,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,94,94,10,25,No,No,No,No,84,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (18.00 Cr),MI (18.00 Cr),MI (12.00 Cr),MI (12.00 Cr),MI (12.00 Cr),MI (7.00 Cr),MI (7.00 Cr),MI (7.00 Cr),MI (7.00 Cr),MI (1.20 Cr),MI (1.20 Cr),MI (1.20 Cr),MI (1.20 Cr),MI (1.20 Cr),--,--,--,--,--,253,45,7.41,87,84.38,250,21.52,308,--,--,158,75,9.38,87.21,158,23.75,187
Mumbai Indians,Keshav Maharaj,36.00,South Africa,Bowler (Spinner),0.75,Overseas,Capped,Spinner,Left Handed Bowler,RHB,0,0,80,80,8,55,No,No,No,No,74,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,218,106,13.61,817,104.6,208,27.63,191,--,--,2,1,1,50,2,19.5,2
Mumbai Indians,Mayank Markande,28.00,India,Bowler (Spinner),0.3,Indian,Capped,Spinner,Right Handed Bowler,RHB,0,0,76,79,6,40,No,No,No,No,65,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (30.00 L),KKR (30.00 L),SRH (50.00 L),SRH (50.00 L),MI (65.00 L),RR (20.00 L),RR (20.00 L),MI (20.00 L),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,41,11,16,48,114.29,41,30.95,37,--,--,40,48,16,114.29,40,30.95,37
Mumbai Indians,Mayank Rawat,26.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,68,77,66,75,3,85,No,No,no,No,40,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,0,0,0,0,0,0,--,--,1,0,0,0,--,--,--
Mumbai Indians,Mitchell Santner,34.00,New Zealand,All-Rounder,2,Overseas,Capped,Spinner,Left Handed Bowler,LHB,77,77,81,81,8,65,No,No,no,No,86,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,No,MI (2.00 Cr),MI (2.00 Cr),CSK (1.90 Cr),CSK (1.90 Cr),CSK (1.90 Cr),CSK (50.00 L),CSK (50.00 L),CSK (50.00 L),CSK (50.00 L),--,--,--,--,--,--,--,--,--,--,172,113,19.87,1244,128.47,168,24.69,172,--,--,35,136,17,110.57,35,28.67,30
Mumbai Indians,Mohammad Salahuddin Izhar,23.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,15,45,65,76,3,25,No,No,no,No,40,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,2,0,0,0,5,15,9,--,--,0,0,0,0,0,0,0
Mumbai Indians,Naman Dhir,26.00,India,All-Rounder,5.25,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,79,84,68,74,6,75,No,No,Yes,No,60,No,no,TRUE,TRUE,TRUE,TRUE,FALSE,,MI (5.25 Cr),MI (5.25 Cr),MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,33,27.31,710,163.98,5,0,0,--,--,37,710,27.31,163.98,5,--,0
Mumbai Indians,Quinton De Kock,33.00,South Africa,Wicketkeeper-Batter,1,Overseas,Capped,NA,NA,LHB,79,79,0,0,8,85,Yes,No,Yes,No,82,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (1.00 Cr),KKR (3.60 Cr),LSG (6.75 Cr),LSG (6.75 Cr),LSG (6.75 Cr),MI (2.80 Cr),MI (2.80 Cr),MI (2.80 Cr),RCB (2.80 Cr),DD (3.50 Cr),DD (3.50 Cr),DD (3.50 Cr),DD (3.50 Cr),SRH (10.64 L),--,--,--,--,--,228,227,31.12,6536,138.4,0,0,0,0,0,118,3441,31.28,134.95,--,--,--
Mumbai Indians,Raghu Sharma,33.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,73,73,4,25,No,No,No,No,44,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,0,0,0,0,5,130,1,--,--,6,0,0,0,5,130,1
Mumbai Indians,Raj Angad Bawa,23.00,India,All-Rounder,0.3,Indian,Uncapped,Pacer,Right Handed Bowler,LHB,66,75,70,80,4,75,No,No,no,No,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,MI (30.00 L),MI (30.00 L),--,PBKS (2.00 Cr),PBKS (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,4,11.67,35,109.38,2,25,2,--,--,8,35,11.67,109.38,2,25,2
Mumbai Indians,Robin Minz,23.00,India,Wicketkeeper-Batter,0.65,Indian,Uncapped,NA,Left Handed Bowler,LHB,73,82,0,0,4,82,Yes,No,Yes,Yes,38,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,MI (65.00 L),MI (65.00 L),GT (3.60 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,4,4,12,63.16,0,0,0,0,0,4,12,4,63.16,--,--,--
Mumbai Indians,Rohit Sharma,39.00,India,Batter,16,Indian,Capped,Spinner,Right Handed Bowler,RHB,85,85,62,62,10,88,No,No,Yes,No,95,Yes,no,TRUE,TRUE,TRUE,TRUE,FALSE,No,MI (16.30 Cr),MI (16.30 Cr),MI (16.00 Cr),MI (16.00 Cr),MI (16.00 Cr),MI (15.00 Cr),MI (15.00 Cr),MI (15.00 Cr),MI (15.00 Cr),MI (12.50 Cr),MI (12.50 Cr),MI (12.50 Cr),MI (12.50 Cr),MI (10.64 Cr),MI (9.72 Cr),MI (9.04 Cr),DCG (3.43 Cr),DCG (3.65 Cr),DCG (3.00 Cr),440,427,30.34,11560,135.84,41,35.38,16,--,--,281,7329,29.79,132.92,32,30.2,15
Mumbai Indians,Ryan Rickelton,29.00,South Africa,Wicketkeeper-Batter,1,Overseas,Capped,NA,NA,LHB,83,86,0,0,7,88,Yes,No,Yes,No,75,Yes,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (1.00 Cr),MI (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,55,31.49,1577,159.8,0,0,0,0,0,26,836,34.83,168.21,--,--,--
Mumbai Indians,Shardul Thakur,34.00,India,Bowler (Pace),2,Indian,Capped,Pacer,Right Handed Bowler,RHB,74,72,76,77,7,75,No,No,No,No,78,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,MI (2.00 Cr),--,CSK (4.00 Cr),KKR (10.75 Cr),DC (10.75 Cr),CSK (2.60 Cr),CSK (2.60 Cr),CSK (2.60 Cr),CSK (2.60 Cr),RPSG (20.00 L),KXIP (20.00 L),KXIP (20.00 L),KXIP (20.00 L),--,--,--,--,--,--,139,51,12.97,418,140.77,133,28.2,152,--,--,114,349,11.63,132.7,109,29.53,119
Mumbai Indians,Sherfane Rutherford,27.00,West Indies,Batter,2.6,Overseas,Capped,NA,Right Handed Bowler,LHB,81,81,0,0,7,88,No,No,Yes,No,55,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,MI (2.60 Cr),GT (2.60 Cr),KKR (1.50 Cr),--,RCB (1.00 Cr),--,MI (2.00 Cr),DC (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,87,75,24.52,1422,145.89,10,50.33,3,--,--,31,520,24.76,142.86,6,59,1
Mumbai Indians,Suryakumar Yadav,35.00,India,Batter,16.35,Indian,Capped,Spinner,Right Handed Bowler,RHB,85,85,51,51,9,92,No,No,Yes,No,88,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,MI (16.35 Cr),MI (16.35 Cr),MI (8.00 Cr),MI (8.00 Cr),MI (8.00 Cr),MI (3.20 Cr),MI (3.20 Cr),MI (3.20 Cr),MI (3.20 Cr),KKR (70.00 L),KKR (70.00 L),KKR (70.00 L),KKR (70.00 L),MI (10.00 L),MI (10.00 L),MI (10.00 L),--,--,--,292,271,34.74,7853,154.57,2,2.5,2,--,--,179,4581,33.68,148.59,1,--,0
Mumbai Indians,Tilak Varma,23.00,India,Batter,8,Indian,Capped,Spinner,Right Handed Bowler,LHB,86,91,53,56,8,72,No,No,Yes,No,72,No,no,TRUE,TRUE,FALSE,TRUE,FALSE,,MI (8.00 Cr),MI (8.00 Cr),MI (1.70 Cr),MI (1.70 Cr),MI (1.70 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,121,115,39.38,3358,144.13,11,13.75,4,--,--,68,1858,35.73,144.71,4,--,0
Mumbai Indians,Trent Boult,36.00,New Zealand,Bowler (Pace),12.5,Overseas,Capped,Pacer,Left Handed Bowler,LHB,0,0,81,81,9,35,No,No,No,No,70,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,MI (12.50 Cr),MI (12.50 Cr),RR (8.00 Cr),RR (8.00 Cr),RR (8.00 Cr),MI (2.20 Cr),MI (2.20 Cr),DC (2.20 Cr),DD (2.20 Cr),KKR (5.00 Cr),SRH (3.80 Cr),SRH (3.80 Cr),--,--,--,--,--,--,--,185,46,8.97,151,102.2,185,25.06,228,--,--,124,93,9.3,109.42,124,27.14,145
Mumbai Indians,Will Jacks,27.00,England,All-Rounder,5.25,Overseas,Capped,Spinner,Right Handed Bowler,RHB,84,89,76,80,8,88,No,No,Yes,No,72,Yes,no,TRUE,TRUE,TRUE,TRUE,FALSE,,MI (5.25 Cr),MI (5.25 Cr),RCB (3.20 Cr),RCB (3.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,61,24.3,1241,152.52,37,25.11,27,--,--,28,602,27.36,158.84,19,31.4,10
Punjab Kings,Arshdeep Singh,27.00,India,Bowler (Pace),18,Indian,Capped,Pacer,Left Handed Bowler,LHB,0,0,86,88,8,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (18.00 Cr),PBKS (18.00 Cr),PBKS (4.00 Cr),PBKS (4.00 Cr),PBKS (4.00 Cr),PBKS (20.00 L),KXIP (20.00 L),KXIP (20.00 L),--,--,--,--,--,--,--,--,--,--,--,184,46,5.74,127,91.96,182,23.33,245,--,--,96,32,5.33,68.09,96,28.03,111
Punjab Kings,Azmatullah Omarzai,26.00,Afghanistan,All-Rounder,2.4,Overseas,Capped,Pacer,Right Handed Bowler,RHB,73,79,78,82,8,85,No,No,no,No,72,No,no,TRUE,FALSE,FALSE,TRUE,TRUE,,PBKS (2.40 Cr),PBKS (2.40 Cr),GT (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,85,66,17.48,959,129.75,79,27.48,69,--,--,19,151,15.1,149.51,18,37.87,15
Punjab Kings,Ben Dwarshuis,32.00,Australia,Bowler (Pace),4.4,Overseas,Capped,Pacer,Left Handed Bowler,LHB,0,0,78,78,6,35,No,No,No,No,65,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,PBKS (4.40 Cr),--,--,--,--,--,--,--,KXIP (1.40 Cr),--,--,--,--,--,--,--,--,--,--,16,11,7.88,63,79.75,16,25.52,23,--,--,1,0,0,0,1,51,1
Punjab Kings,Cooper Connolly,22.00,Australia,All-Rounder,3,Overseas,Capped,Spinner,Left Handed Bowler,LHB,80,88,72,79,8,82,No,No,Yes,No,72,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,PBKS (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,23,29.63,582,156.85,9,77,3,--,--,14,491,44.64,163.13,--,--,--
